title,genres,mood
Crimes of the Heart (1986),Comedy|Drama,happy
"Color Purple, The (1985)",Drama,sad
"Kindred, The (1986)",Horror|Sci-Fi,dark
No Mercy (1986),Action|Crime|Thriller,energetic
Ménage (Tenue de soirée) (1986),Comedy|Drama,happy
Native Son (1986),Drama,sad
Otello (1986),Drama,sad
"Mission, The (1986)",Drama,sad
Little Shop of Horrors (1986),Comedy|Horror|Musical,happy
"Little Shop of Horrors, The (1960)",Comedy|Horror,happy
Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy,energetic
"Morning After, The (1986)",Drama|Mystery,sad
Radio Days (1987),Comedy|Drama,happy
From the Hip (1987),Comedy|Drama,happy
Outrageous Fortune (1987),Comedy|Mystery,happy
Deadtime Stories (1987),Horror,dark
Frances (1982),Drama,sad
Dick (1999),Comedy,happy
"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,excited
"Sixth Sense, The (1999)",Drama|Horror|Mystery,sad
"Thomas Crown Affair, The (1999)",Action|Mystery,energetic
"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller,sad
"Acid House, The (1998)",Comedy|Drama,happy
"Adventures of Sebastian Cole, The (1998)",Comedy|Drama,happy
"Yards, The (2000)",Crime|Drama,sad
Bowfinger (1999),Comedy,happy
Brokedown Palace (1999),Drama,sad
Detroit Rock City (1999),Comedy,happy
Better Than Chocolate (1999),Comedy|Romance,happy
Head On (1998),Drama,sad
Heaven Can Wait (1978),Comedy,happy
Pit and the Pendulum (1961),Horror,dark
"Masque of the Red Death, The (1964)",Horror,dark
Haunted Honeymoon (1986),Comedy,happy
Cat's Eye (1985),Horror,dark
Monty Python's And Now for Something Completely Different (1971),Comedy,happy
Damien: Omen II (1978),Horror,dark
"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror|Thriller,dark
Airplane! (1980),Comedy,happy
Airplane II: The Sequel (1982),Comedy,happy
"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller,happy
European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance,excited
National Lampoon's Vacation (1983),Comedy,happy
Funny Farm (1988),Comedy,happy
Big (1988),Comedy|Drama|Fantasy|Romance,happy
Problem Child (1990),Children|Comedy,happy
Problem Child 2 (1991),Comedy,happy
Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy,excited
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance,sad
Tequila Sunrise (1988),Action|Drama|Romance|Thriller,energetic
"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller,sad
"Christmas Story, A (1983)",Children|Comedy,happy
Mickey Blue Eyes (1999),Comedy|Romance,happy
Teaching Mrs. Tingle (1999),Comedy|Thriller,happy
Universal Soldier: The Return (1999),Action|Sci-Fi,energetic
Universal Soldier (1992),Action|Sci-Fi,energetic
Perfect Blue (1997),Animation|Horror|Mystery|Thriller,dark
In Too Deep (1999),Action|Thriller,energetic
"Source, The (1999)",Documentary,calm
Iron Eagle (1986),Action|War,energetic
Iron Eagle II (1988),Action|War,energetic
Aces: Iron Eagle III (1992),Action,energetic
Iron Eagle IV (1995),Action|War,energetic
Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller,sad
Hamlet (1964),Drama,sad
Medicine Man (1992),Adventure|Romance,excited
On the Ropes (1999),Documentary|Drama,sad
"13th Warrior, The (1999)",Action|Adventure|Fantasy,energetic
"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller,dark
Dudley Do-Right (1999),Children|Comedy,happy
"Muse, The (1999)",Comedy,happy
Chill Factor (1999),Action|Adventure|Comedy|Thriller,energetic
Outside Providence (1999),Comedy,happy
Bedrooms & Hallways (1998),Comedy|Romance,happy
West Beirut (West Beyrouth) (1998),Drama,sad
Stigmata (1999),Drama|Thriller,sad
Stir of Echoes (1999),Horror|Mystery|Thriller,dark
"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,happy
"Minus Man, The (1999)",Drama|Mystery,sad
"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama,excited
Only Angels Have Wings (1939),Adventure|Drama|Romance,excited
"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama,sad
Saturn 3 (1980),Adventure|Sci-Fi|Thriller,excited
"Soldier's Story, A (1984)",Drama,sad
I Saw What You Did (1965),Thriller,tense
Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical,excited
American Beauty (1999),Drama|Romance,sad
Stop Making Sense (1984),Documentary|Musical,calm
Blue Streak (1999),Comedy,happy
For Love of the Game (1999),Comedy|Drama,happy
Caligula (1979),Drama,sad
"Hard Day's Night, A (1964)",Adventure|Comedy|Musical,excited
Sugar Town (1999),Comedy,happy
"Buddy Holly Story, The (1978)",Drama,sad
Fright Night (1985),Comedy|Horror|Thriller,happy
Fright Night Part II (1988),Horror,dark
Barefoot in the Park (1967),Comedy,happy
Deliverance (1972),Adventure|Drama|Thriller,excited
Excalibur (1981),Adventure|Fantasy,excited
"Pajama Game, The (1957)",Comedy|Musical|Romance,happy
Sommersby (1993),Drama|Mystery|Romance,sad
Thumbelina (1994),Animation|Children|Fantasy,calm
Tommy (1975),Musical,calm
Hell Night (1981),Horror,dark
Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy,energetic
Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy,energetic
Double Jeopardy (1999),Action|Crime|Drama|Thriller,energetic
Jakob the Liar (1999),Drama,sad
Mumford (1999),Comedy|Drama,happy
Dog Park (1998),Comedy|Romance,happy
Guinevere (1999),Drama|Romance,sad
"Adventures of Elmo in Grouchland, The (1999)",Children|Comedy,happy
Simon Sez (1999),Action|Comedy,energetic
Drive Me Crazy (1999),Comedy|Romance,happy
"Mystery, Alaska (1999)",Comedy|Drama,happy
Three Kings (1999),Action|Adventure|Comedy|Drama|War,energetic
"Happy, Texas (1999)",Comedy,happy
New Rose Hotel (1998),Action|Drama,energetic
Plunkett & MaCleane (1999),Action|Adventure|Drama,energetic
Romance (1999),Drama|Romance,sad
Alvarez Kelly (1966),Western,calm
And the Ship Sails On (E la nave va) (1983),Comedy|War,happy
"Dark Half, The (1993)",Horror|Mystery,dark
Gulliver's Travels (1939),Adventure|Animation|Children,excited
Monkey Shines (1988),Horror|Sci-Fi,dark
Phantasm (1979),Horror|Sci-Fi,dark
Psycho II (1983),Horror|Mystery|Thriller,dark
Psycho III (1986),Horror|Thriller,dark
Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama,energetic
Random Hearts (1999),Drama|Romance,sad
Superstar (1999),Comedy,happy
Boys Don't Cry (1999),Drama,sad
"Limey, The (1999)",Crime|Drama|Thriller,sad
Risky Business (1983),Comedy,happy
Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,energetic
Body Heat (1981),Crime|Thriller,tense
Ferris Bueller's Day Off (1986),Comedy,happy
"Year of Living Dangerously, The (1982)",Drama|Romance|War,sad
High Plains Drifter (1973),Western,calm
Hang 'Em High (1968),Crime|Drama|Western,sad
Drunken Master (Jui kuen) (1978),Action|Comedy,energetic
"Conformist, The (Conformista, Il) (1970)",Drama,sad
Hairspray (1988),Comedy|Drama,happy
Brief Encounter (1946),Drama|Romance,sad
"Razor's Edge, The (1984)",Drama,sad
Reds (1981),Drama|Romance,sad
Return with Honor (1998),Documentary,calm
Time of the Gypsies (Dom za vesanje) (1989),Comedy|Crime|Drama|Fantasy,happy
Days of Heaven (1978),Drama,sad
"Lady Eve, The (1941)",Comedy|Romance,happy
Sullivan's Travels (1941),Adventure|Comedy|Romance,excited
"Palm Beach Story, The (1942)",Comedy,happy
Niagara (1953),Drama|Thriller,sad
Gilda (1946),Drama|Film-Noir|Mystery|Romance,sad
South Pacific (1958),Musical|Romance|War,romantic
Flashdance (1983),Drama|Romance,sad
Indochine (1992),Drama|Romance,sad
"Dirty Dozen, The (1967)",Action|Drama|War,energetic
Help! (1965),Comedy|Musical,happy
Goldfinger (1964),Action|Adventure|Thriller,energetic
From Russia with Love (1963),Action|Adventure|Thriller,energetic
Dr. No (1962),Action|Adventure|Thriller,energetic
"Blue Lagoon, The (1980)",Adventure|Drama|Romance,excited
"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,energetic
Sydney (Hard Eight) (1996),Crime|Drama|Thriller,sad
Home Alone 2: Lost in New York (1992),Children|Comedy,happy
Someone to Watch Over Me (1987),Action|Crime|Thriller,energetic
Fight Club (1999),Action|Crime|Drama|Thriller,energetic
"Story of Us, The (1999)",Comedy|Drama,happy
Fever Pitch (1997),Comedy|Romance,happy
Julien Donkey-Boy (1999),Drama,sad
"Omega Code, The (1999)",Action,energetic
"Straight Story, The (1999)",Adventure|Drama,excited
"Bad Seed, The (1956)",Drama|Thriller,sad
Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,excited
"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance,sad
Fitzcarraldo (1982),Adventure|Drama,excited
All That Jazz (1979),Drama|Fantasy|Musical,sad
Red Sorghum (Hong gao liang) (1987),Drama|War,sad
Crimes and Misdemeanors (1989),Comedy|Crime|Drama,happy
Bats (1999),Horror|Thriller,dark
"Best Man, The (1999)",Comedy|Drama,happy
Bringing Out the Dead (1999),Drama,sad
Crazy in Alabama (1999),Comedy|Drama,happy
Three to Tango (1999),Comedy|Romance,happy
Body Shots (1999),Drama,sad
"Guardian, The (1990)",Horror|Thriller,dark
"Ipcress File, The (1965)",Thriller,tense
On Any Sunday (1971),Documentary,calm
RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,energetic
RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller,energetic
Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,excited
Melvin and Howard (1980),Drama,sad
For Your Eyes Only (1981),Action|Adventure|Thriller,energetic
Licence to Kill (1989),Action|Adventure|Thriller,energetic
Live and Let Die (1973),Action|Adventure|Thriller,energetic
Rawhead Rex (1986),Horror|Thriller,dark
Thunderball (1965),Action|Adventure|Thriller,energetic
House on Haunted Hill (1999),Horror|Thriller,dark
Music of the Heart (1999),Drama,sad
Being John Malkovich (1999),Comedy|Drama|Fantasy,happy
Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,energetic
My Best Fiend (Mein liebster Feind) (1999),Documentary,calm
Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War,happy
"Bachelor, The (1999)",Comedy|Romance,happy
"Bone Collector, The (1999)",Thriller,tense
"Insider, The (1999)",Drama|Thriller,sad
American Movie (1999),Documentary,calm
Last Night (1998),Drama|Sci-Fi,sad
Rosetta (1999),Drama,sad
"They Shoot Horses, Don't They? (1969)",Drama,sad
Bride of Re-Animator (1990),Comedy|Horror,happy
Bustin' Loose (1981),Comedy,happy
Coma (1978),Thriller,tense
Creepshow (1982),Horror,dark
Creepshow 2 (1987),Horror,dark
Re-Animator (1985),Comedy|Horror|Sci-Fi,happy
Drugstore Cowboy (1989),Crime|Drama,sad
Falling Down (1993),Action|Drama,energetic
"Funhouse, The (1981)",Horror,dark
"General, The (1926)",Comedy|War,happy
Piranha (1978),Horror|Sci-Fi,dark
"Taming of the Shrew, The (1967)",Comedy,happy
Nighthawks (1981),Action|Drama,energetic
Yojimbo (1961),Action|Adventure,energetic
Repossessed (1990),Comedy,happy
"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller,energetic
Spaceballs (1987),Comedy|Sci-Fi,happy
Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,excited
Mister Roberts (1955),Comedy|Drama|War,happy
"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama,excited
Little Big Man (1970),Western,calm
"Face in the Crowd, A (1957)",Drama,sad
Trading Places (1983),Comedy,happy
Meatballs (1979),Comedy,happy
Meatballs Part II (1984),Comedy,happy
Meatballs III (1987),Comedy,happy
Meatballs 4 (1992),Comedy,happy
Dead Again (1991),Mystery|Romance|Thriller,romantic
Peter's Friends (1992),Comedy|Drama,happy
"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,happy
Under the Rainbow (1981),Comedy,happy
Anywhere But Here (1999),Comedy|Drama,happy
Dogma (1999),Adventure|Comedy|Fantasy,excited
"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,sad
Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,excited
Felicia's Journey (1999),Thriller,tense
Oxygen (1999),Crime|Drama|Thriller,sad
Where's Marlowe? (1998),Comedy,happy
"Commitments, The (1991)",Comedy|Drama|Musical,happy
Holiday Inn (1942),Comedy|Musical,happy
"Longest Day, The (1962)",Action|Drama|War,energetic
Poison Ivy (1992),Drama|Thriller,sad
Poison Ivy: New Seduction (1997),Drama|Thriller,sad
Tora! Tora! Tora! (1970),Action|Drama|War,energetic
Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama,happy
"Verdict, The (1982)",Drama|Mystery,sad
"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,excited
Stand and Deliver (1988),Comedy|Drama,happy
Moonstruck (1987),Comedy|Romance,happy
"Sandpiper, The (1965)",Drama|Romance,sad
Jeremiah Johnson (1972),Western,calm
Repulsion (1965),Drama|Horror,sad
Irma la Douce (1963),Comedy,happy
42 Up (1998),Documentary,calm
Liberty Heights (1999),Drama,sad
Mansfield Park (1999),Comedy|Drama|Romance,happy
Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,dark
"World Is Not Enough, The (1999)",Action|Adventure|Thriller,energetic
All About My Mother (Todo sobre mi madre) (1999),Drama,sad
Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,happy
Scrooged (1988),Comedy|Fantasy|Romance,happy
Harvey (1950),Comedy|Fantasy,happy
Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,sad
Matewan (1987),Drama,sad
Kagemusha (1980),Drama|War,sad
McCabe & Mrs. Miller (1971),Drama|Western,sad
Maurice (1987),Drama|Romance,sad
"Grapes of Wrath, The (1940)",Drama,sad
My Man Godfrey (1957),Comedy,happy
"Shop Around the Corner, The (1940)",Comedy|Drama|Romance,happy
"Natural, The (1984)",Drama,sad
Shampoo (1975),Comedy|Drama|Romance,happy
"River Runs Through It, A (1992)",Drama,sad
Fatal Attraction (1987),Drama|Thriller,sad
Jagged Edge (1985),Crime|Romance|Thriller,romantic
Stanley & Iris (1990),Drama|Romance,sad
Midnight Run (1988),Action|Comedy|Crime|Thriller,energetic
Awakenings (1990),Drama|Mystery,sad
Come See the Paradise (1990),Drama|Romance,sad
Backdraft (1991),Action|Drama,energetic
"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,happy
"River, The (1984)",Drama,sad
Places in the Heart (1984),Drama,sad
'night Mother (1986),Drama,sad
End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,energetic
Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,excited
Flawless (1999),Drama,sad
Ride with the Devil (1999),Drama|Romance|War,sad
"Distinguished Gentleman, The (1992)",Comedy,happy
"End of the Affair, The (1999)",Drama,sad
Holy Smoke (1999),Comedy|Drama,happy
Sweet and Lowdown (1999),Comedy|Drama,happy
Bonfire of the Vanities (1990),Comedy|Crime|Drama,happy
Daddy Long Legs (1919),Comedy|Drama,happy
Grand Illusion (La grande illusion) (1937),Drama|War,sad
"Great Santini, The (1979)",Drama,sad
Stealing Home (1988),Drama,sad
"Two Jakes, The (1990)",Drama,sad
U2: Rattle and Hum (1988),Documentary|Musical,calm
Hell in the Pacific (1968),Drama|War,sad
Cradle Will Rock (1999),Drama,sad
Deuce Bigalow: Male Gigolo (1999),Comedy,happy
"Green Mile, The (1999)",Crime|Drama,sad
"Cider House Rules, The (1999)",Drama,sad
"War Zone, The (1999)",Drama|Thriller,sad
"Last Picture Show, The (1971)",Drama,sad
"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,energetic
Anna and the King (1999),Drama|Romance,sad
Bicentennial Man (1999),Drama|Romance|Sci-Fi,sad
Stuart Little (1999),Children|Comedy|Fantasy,happy
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,sad
Fantasia 2000 (1999),Animation|Children|Musical|IMAX,calm
Magnolia (1999),Drama,sad
Onegin (1999),Drama|Romance,sad
Simpatico (1999),Comedy|Drama,happy
Topsy-Turvy (1999),Comedy|Drama|Musical,happy
Boiling Point (1993),Action|Drama,energetic
Carnal Knowledge (1971),Comedy|Drama,happy
Easy Rider (1969),Adventure|Drama,excited
The Falcon and the Snowman (1985),Crime|Drama|Thriller,sad
Room at the Top (1959),Drama,sad
Any Given Sunday (1999),Drama,sad
Man on the Moon (1999),Comedy|Drama,happy
Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,excited
"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,sad
Next Friday (2000),Comedy,happy
"Hurricane, The (1999)",Drama,sad
Angela's Ashes (1999),Drama,sad
Titus (1999),Drama,sad
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary,calm
"Third Miracle, The (1999)",Drama,sad
Snow Falling on Cedars (1999),Drama,sad
"Girl, Interrupted (1999)",Drama,sad
My Dog Skip (1999),Children|Drama,sad
Supernova (2000),Adventure|Sci-Fi|Thriller,excited
"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama,sad
"Way We Were, The (1973)",Drama|Romance,sad
Stalag 17 (1953),Drama|War,sad
"Presidio, The (1988)",Action|Crime|Romance|Thriller,energetic
Papillon (1973),Crime|Drama,sad
"Last Detail, The (1973)",Comedy|Drama,happy
Five Easy Pieces (1970),Drama,sad
Dead Calm (1989),Thriller,tense
"Boys from Brazil, The (1978)",Action|Mystery|Thriller,energetic
Against All Odds (1984),Romance,romantic
Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy,energetic
Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,happy
"Cry in the Dark, A (1988)",Drama,sad
Batman: Mask of the Phantasm (1993),Animation|Children,calm
American Flyers (1985),Drama,sad
"Star Is Born, A (1937)",Drama,sad
Pacific Heights (1990),Mystery|Thriller,tense
"Draughtsman's Contract, The (1982)",Drama,sad
"Zed & Two Noughts, A (1985)",Drama,sad
Woman in the Dunes (Suna no onna) (1964),Drama,sad
Down to You (2000),Comedy|Romance,happy
"Odessa File, The (1974)",Thriller,tense
Where the Buffalo Roam (1980),Comedy,happy
Eye of the Beholder (1999),Thriller,tense
"Big Tease, The (1999)",Comedy,happy
"Cup, The (Phörpa) (1999)",Comedy,happy
Encino Man (1992),Comedy,happy
"Goodbye Girl, The (1977)",Comedy|Romance,happy
Malcolm X (1992),Drama,sad
Sister Act (1992),Comedy|Crime,happy
Sister Act 2: Back in the Habit (1993),Comedy,happy
"Hand That Rocks the Cradle, The (1992)",Drama|Thriller,sad
Alive (1993),Drama,sad
Agnes of God (1985),Drama|Mystery,sad
Scent of a Woman (1992),Drama,sad
Wayne's World (1992),Comedy,happy
Wayne's World 2 (1993),Comedy,happy
"League of Their Own, A (1992)",Comedy|Drama,happy
Patriot Games (1992),Action|Crime|Drama|Thriller,energetic
"Bodyguard, The (1992)",Drama|Romance|Thriller,sad
Death Becomes Her (1992),Comedy|Fantasy,happy
Far and Away (1992),Adventure|Drama|Romance,excited
Howards End (1992),Drama,sad
Singles (1992),Comedy|Drama|Romance,happy
Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,sad
